resource,path,method,summary,parameter_count,parameters
/userproperties,/userproperties.json/preferences/,PUT,Save User Preferences,1,"[""description : User Preferences\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : UserPreferencesDto\n""]"
/userproperties,/userproperties.json/floorplan/{floorplanId},GET,Get Floorplan settings for current User,1,"[""name : floorplanId\ndescription : Floorplan ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/userproperties,/userproperties.json/floorplan/{floorplanId},PUT,Save Floorplan settings,2,"[""name : floorplanId\ndescription : Floorplan ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Floorplan preferences\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : FloorplanPreferencesDto\n""]"
/profiles,/profiles.json/default,GET,Get default Profile,0,[]
/profiles,/profiles.json/{profileId}/default,PUT,Assign default Profile,1,"[""name : profileId\ndescription : Profile ID to assign as default\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/default/clear,PUT,Clear default Profile,0,[]
/profiles,/profiles.json/captiveportal/,POST,Validator Captive Portal,1,"[""description : Captive Portal object\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : CaptivePortalDto\n""]"
/profiles,/profiles.json/{profileId},POST,Duplicate Profile,1,"[""name : profileId\ndescription : Profile ID to duplicate\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/{profileId},GET,Get Profile,1,"[""name : profileId\ndescription : ID of Profile that needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/{profileId},PUT,Update Profile,2,"[""name : profileId\ndescription : ID of Profile to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated Profile\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : ProfileDto\n""]"
/profiles,/profiles.json/{profileId},DELETE,Delete Profile,1,"[""name : profileId\ndescription : ID of Profile that needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/{profileId}/configuration,GET,Get Profile Configuration,1,"[""name : profileId\ndescription : ID of Profile whose Configuration needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/{profileId}/configuration,PUT,Create or update Profile Configuration,2,"[""name : profileId\ndescription : Profile ID to update Configuration for\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Profile Configuration\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : ProfileConfigurationDto\n""]"
/profiles,/profiles.json/,GET,List Profiles,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/,POST,Add Profile,1,"[""description : New Profile\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : ProfileDto\n""]"
/profiles,/profiles.json/{profileId}/arrays,GET,List Arrays assigned to Profile,5,"[""name : profileId\ndescription : ID of Profile whose Arrays need to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'baseMacAddress'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""baseMacAddress\"", \""ipAddress\"", \""serialNumber\"", \""aosVersion\"", \""activationStatus\"", \""hostName\"", \""location\"", \""onlineStatus\"", \""netmask\"", \""gateway\"", \""licenseKey\"", \""licensedAosVersion\"", \""arrayModel\"", \""manufacturer\"", \""baseIapMacAddress\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/{profileId}/arrays,PUT,Assign Arrays to Profile,2,"[""name : profileId\ndescription : Profile ID to assign Arrays to\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : The list of Array IDs\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/profiles,/profiles.json/{profileId}/arrays,DELETE,Remove Arrays from Profile,2,"[""name : profileId\ndescription : ID of Profile to remove Arrays from\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : List of Array IDs to remove\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/profiles,/profiles.json/{profileId}/clients/,GET,List Clients,5,"[""name : profileId\ndescription : ID of Profile whose Clients need to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'deviceType'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""clientMacAddress\"", \""clientHostName\"", \""capability\"", \""lastSeen\"", \""manufacturer\"", \""deviceType\"", \""deviceClass\"", \""online\"", \""ipAddress\"", \""activeHostIp\"", \""operatingMode\"", \""lastArrayHostName\"", \""location\"", \""sessionLength\"", \""rssi\"", \""txConnectRate\"", \""rxConnectRate\"", \""band\"", \""channel\"", \""iap\"", \""txthroughput\"", \""rxthroughput\"", \""throughput\"", \""totalBytes\"", \""txTotalRetries\"", \""txTotalErrors\"", \""txPackets\"", \""txBytes\"", \""rxTotalRetries\"", \""rxTotalErrors\"", \""rxPackets\"", \""rxBytes\"", \""retryPct\"", \""errorPct\"", \""keyMgmt\"", \""encType\"", \""cipher\"", \""ssid\"", \""vlan\"", \""userName\"", \""status\"", \""onlineStatus\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/{profileId}/settings/,GET,Profile Settings,1,"[""name : profileId\ndescription : ID of Profile to get settings\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/profiles,/profiles.json/ssids,GET,List all SSIDs,0,[]
/sfdc,/sfdc.json/customerData,GET,import customer data,0,[]
/resource,/resource.json/floorplan/{floorplanId}/image,GET,Get an image given its floorplan ID,1,"[""name : floorplanId\ndescription : The floorplan ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/resource,/resource.json/heat/{floorplanId}/{filename},GET,Get a heat image given its floorplan ID and filter parameters,2,"[""name : floorplanId\ndescription : The floorplan ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : filename\ndescription : Filename\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/resource,/resource.json/floorplan/{floorplanId}/thumb,GET,Get an image thumbnail given its floorplan ID,1,"[""name : floorplanId\ndescription : The floorplan ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/search,GET,Search for a Guest,8,"[""name : portalId\ndescription : Guest Access Portal Id\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : value\ndescription : Value to find\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : field\ndescription : Fields to search on\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : types\ndescription : Searching types\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : GuestSearchTypeDto\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default is 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""email\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/gap/ssid,DELETE,Delete Ssids (For XMS-E Only),1,"[""description : SSID Names\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/guestaccess,/guestaccess.json/gap/{portalId}/configuration,GET,Get Guest Access Portal Configuration,1,"[""name : portalId\ndescription : Guest Access Portal ID to fetch Configuration\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/gap/{portalId}/configuration,PUT,Create or update Guest Access Portal Configuration,2,"[""name : portalId\ndescription : Guest Access Portal ID to update Configuration for\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Portal Configuration\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : GuestAccessPortalConfigurationDto\n""]"
/guestaccess,/guestaccess.json/gap/{portalId}/ssids,PUT,Assign SSIDs to Portal,2,"[""name : portalId\ndescription : Portal ID to assign Arrays to\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : The list of SSIDs\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[GuestSsidDto]\n""]"
/guestaccess,/guestaccess.json/,GET,List all Guests,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""company\"", \""email\"", \""mobile\"", \""enabled\"", \""note\"", \""accessActivationDate\"", \""accessTerminationDate\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/,DELETE,Delete Guests,1,"[""description : Guest IDs\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/guestaccess,/guestaccess.json/{portalId}/guest,POST,Add Guest,2,"[""name : portalId\ndescription : Guest Access Portal Id relation\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Guests that need access\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[GuestDto]\n""]"
/guestaccess,/guestaccess.json/{portalId}/guest,GET,List Guests for Guest Access Portal,5,"[""name : portalId\ndescription : Guest Access Portal Id\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""company\"", \""email\"", \""mobile\"", \""enabled\"", \""note\"", \""accessActivationDate\"", \""accessTerminationDate\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/{guestId},PUT,Update Guest,2,"[""name : guestId\ndescription : Guest ID to use\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : GuestDto\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : GuestDto\n""]"
/guestaccess,/guestaccess.json/{guestId},GET,Get a Guest,1,"[""name : guestId\ndescription : Guest ID to use\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/{guestId}/newpassword,POST,Generate new password for Guest,1,"[""name : guestId\ndescription : ID of Guest to generate new password\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/{guestId}/sendpassword,PUT,Send password to user,5,"[""name : guestId\ndescription : Guest ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : password\ndescription : Password to send\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : token\ndescription : Password token\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : doEmail\ndescription : Send via email (default choice)\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : boolean\n"", ""name : doText\ndescription : Send via text\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : boolean\n""]"
/guestaccess,/guestaccess.json/access,PUT,Toggle access,2,"[""description : Guest IDs\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n"", ""name : enable\ndescription : Toggle access\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : boolean\n""]"
/guestaccess,/guestaccess.json/gap/{portalId},GET,Get Guest Access Portal,1,"[""name : portalId\ndescription : Guest Access Portal ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/gap/{portalId},POST,Copy Guest Access Portal,1,"[""name : portalId\ndescription : Guest Access Portal ID\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/gap/{portalId},PUT,Update Guest Access Portal,2,"[""name : portalId\ndescription : ID of Guest Access Portal to update\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Guest Access Portal\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : GuestAccessPortalDto\n""]"
/guestaccess,/guestaccess.json/gap/{portalId},DELETE,Delete Guest Access Portal,1,"[""name : portalId\ndescription : ID of Guest Access Portal to delete\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/gap/,POST,Add Guest Access Portal,1,"[""description : Guest Access Portal\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : GuestAccessPortalDto\n""]"
/guestaccess,/guestaccess.json/gap/,GET,List Guest Access Portals,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""type\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/guestaccess,/guestaccess.json/gap/ssid/{gapId},PUT,Add SSIDs to Guest Access Portal (For XMS-E Only),2,"[""name : gapId\ndescription : ID of Guest Access Portal to update\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : SSID Names\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/tenantcircles,/tenantcircles.json/,GET,List Tenant Circles,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenantcircles,/tenantcircles.json/,POST,Add Tenant Circle,1,"[""description : New Tenant Circle\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : TenantCircleDto\n""]"
/tenantcircles,/tenantcircles.json/tenants,GET,List Tenants for Circle,5,"[""name : circleId\ndescription : ID of the Tenant Circle to fetch\nparamType : query\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'name'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""name\"", \""erpId\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/tenantcircles,/tenantcircles.json/{circleId},DELETE,Delete Tenant Circle,1,"[""name : circleId\ndescription : ID of Tenant Circle that needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tenantcircles,/tenantcircles.json/{circleId},PUT,Update Tenant Circle,2,"[""name : circleId\ndescription : ID of Tenant Circle to update\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Tenant Circle\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : TenantCircleDto\n""]"
/tenantcircles,/tenantcircles.json/tenants/{circleId},PUT,Assign Tenants to Circle,2,"[""name : circleId\ndescription : ID of Tenant Circle to assign to\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : IDs of Tenants to assign\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[string]\n""]"
/users,/users.json/email/global/{email},GET,Get User by email for any Tenant,1,"[""name : email\ndescription : email of User who needs to be fetched (global)\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/users,/users.json/news/reset,GET,Reset Whats New for all Users,0,[]
/users,/users.json/,GET,List Users,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'email'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""email\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/users,/users.json/,POST,Add User,1,"[""description : New User\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : UserDto\n""]"
/users,/users.json/{userId},GET,Get User,1,"[""name : userId\ndescription : ID of User that needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/users,/users.json/{userId},PUT,Update User,2,"[""name : userId\ndescription : ID of User to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated User\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : UserDto\n""]"
/users,/users.json/{userId},DELETE,Delete User,1,"[""name : userId\ndescription : ID of User who needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/users,/users.json/email/{email},GET,Get User by email for current Tenant,1,"[""name : email\ndescription : email of User who needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/users,/users.json/current/password,PUT,Update current logged-in user's password,1,"[""description : Updated Password\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : PasswordDto\n""]"
/users,/users.json/scope/,GET,Get TenantUsers,0,[]
/users,/users.json/global,GET,List Users for all Tenants,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'email'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""email\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/users,/users.json/current,GET,Get current logged-in User,0,[]
/users,/users.json/current,PUT,Update current logged-in User,1,"[""description : Updated User\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : UserDto\n""]"
/users,/users.json/backoffice/{userId}/password/{password},PUT,Update User's password,2,"[""name : userId\ndescription : ID of User whose password needs to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : password\ndescription : Updated password\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/users,/users.json/backoffice/email/{email}/password/{password},PUT,Update User's password by e-mail,2,"[""name : email\ndescription : e-mail of User whose password needs to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""name : password\ndescription : Updated password\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tags,/tags.json/arrays/,PUT,Assign Tags to Arrays,1,"[""description : The list of Array Tag mappings\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : List[ArrayTagListDto]\n""]"
/tags,/tags.json/{tagName},DELETE,Delete Tag,1,"[""name : tagName\ndescription : Name of Tag to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/tags,/tags.json/,GET,Get Tags,0,[]
/oauth2,/oauth2.json/clients/clientid/{clientId},GET,Get OAuth2 Client,1,"[""name : clientId\ndescription : ClientID of the OAuth2 Client which needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/oauth2,/oauth2.json/clients,GET,List OAuth2 Clients,4,"[""name : start\ndescription : The start index of the return list, default as 0\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : count\ndescription : The size of the return list, default as 50\nparamType : query\nrequired : false\nallowMultiple : false\ndataType : int\n"", ""name : sortBy\ndescription : The property by which the returned list is sorted, default as 'clientId'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""clientId\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n"", ""name : sortOrder\ndescription : Sort order, default as 'asc'\nparamType : query\nallowableValues : {\""valueType\""=>\""LIST\"", \""values\""=>[\""asc\"", \""desc\""]}\nrequired : false\nallowMultiple : false\ndataType : string\n""]"
/oauth2,/oauth2.json/clients,POST,Add OAuth2 Client,1,"[""description : New OAuth2 Client\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : OAuth2ClientDto\n""]"
/oauth2,/oauth2.json/clients/{oauth2ClientId},GET,Get OAuth2 Client,1,"[""name : oauth2ClientId\ndescription : ID of the OAuth2 Client which needs to be fetched\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
/oauth2,/oauth2.json/clients/{oauth2ClientId},PUT,Update OAuth2 Client,2,"[""name : oauth2ClientId\ndescription : clientId of the OAuth2 Client to be updated\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n"", ""description : Updated OAuth2 Client\nparamType : body\nrequired : true\nallowMultiple : false\ndataType : OAuth2ClientDto\n""]"
/oauth2,/oauth2.json/clients/{oauth2ClientId},DELETE,Delete OAuth2 Client,1,"[""name : oauth2ClientId\ndescription : clientId of the OAuth2 Client which needs to be deleted\nparamType : path\nrequired : true\nallowMultiple : false\ndataType : string\n""]"
